,Arquivo,precision,recall,f1-score,false_positives,false_negatives,samples
mocking,fineclassify_llama3_2_3b_oneshot.csv,0.028734460974118605,0.7085427135678392,0.055229142185663924,4766.0,58.0,199.0
irony,fineclassify_llama3_2_3b_oneshot.csv,0.3333333333333333,0.015625,0.029850746268656716,2.0,62.0,63.0
vulgarity,fineclassify_llama3_2_3b_oneshot.csv,0.2,0.07042253521126761,0.10416666666666667,20.0,65.0,70.0
threat,fineclassify_llama3_2_3b_oneshot.csv,0.0,0.0,0.0,5.0,23.0,23.0
ia (name calling),fineclassify_llama3_2_3b_oneshot.csv,0.0,0.0,0.0,1.0,27.0,27.0
none,fineclassify_llama3_2_3b_oneshot.csv,0.5,0.0001644736842105263,0.0003288391976323578,1.0,6038.0,6039.0
bitter frustration,fineclassify_llama3_2_3b_role_prompting.csv,0.2766726943942134,0.31097560975609756,0.29282296650717704,400.0,324.0,477.0
impatience,fineclassify_llama3_2_3b_role_prompting.csv,0.17318435754189945,0.23308270676691728,0.1987179487179487,296.0,201.0,263.0
mocking,fineclassify_llama3_2_3b_role_prompting.csv,0.16901408450704225,0.06030150753768844,0.08888888888888889,59.0,178.0,190.0
irony,fineclassify_llama3_2_3b_role_prompting.csv,0.055299539170506916,0.1875,0.08540925266903915,205.0,49.0,61.0
vulgarity,fineclassify_llama3_2_3b_role_prompting.csv,0.13496932515337423,0.30985915492957744,0.18803418803418803,141.0,44.0,66.0
threat,fineclassify_llama3_2_3b_role_prompting.csv,0.125,0.08695652173913043,0.10256410256410256,14.0,16.0,18.0
ia (name calling),fineclassify_llama3_2_3b_role_prompting.csv,0.044444444444444446,0.07142857142857142,0.0547945205479452,43.0,18.0,20.0
none,fineclassify_llama3_2_3b_role_prompting.csv,0.9117440225035162,0.8529605263157894,0.8813732154996601,502.0,830.0,6016.0
bitter frustration,fineclassify_llama3_2_3b_zero_shot.csv,0.2042042042042042,0.5528455284552846,0.2982456140350877,1060.0,203.0,475.0
impatience,fineclassify_llama3_2_3b_zero_shot.csv,0.07866379310344827,0.2744360902255639,0.12227805695142378,855.0,183.0,256.0
mocking,fineclassify_llama3_2_3b_zero_shot.csv,0.16,0.020100502512562814,0.03571428571428571,21.0,191.0,195.0
irony,fineclassify_llama3_2_3b_zero_shot.csv,0.08196721311475409,0.15625,0.10752688172043011,112.0,52.0,62.0
vulgarity,fineclassify_llama3_2_3b_zero_shot.csv,0.05511811023622047,0.39436619718309857,0.09671848013816926,480.0,38.0,66.0
threat,fineclassify_llama3_2_3b_zero_shot.csv,0.1,0.043478260869565216,0.06060606060606061,9.0,22.0,23.0
ia (name calling),fineclassify_llama3_2_3b_zero_shot.csv,0.0,0.0,0.0,23.0,27.0,27.0
none,fineclassify_llama3_2_3b_zero_shot.csv,0.9280847842543528,0.6049342105263158,0.732450463009061,285.0,2129.0,5807.0
bitter frustration,fineclassify_llama3_2_3b_zero_shot_auto_cot.csv,0.27075812274368233,0.3048780487804878,0.28680688336520077,404.0,337.0,487.0
impatience,fineclassify_llama3_2_3b_zero_shot_auto_cot.csv,0.07104984093319194,0.5037593984962406,0.12453531598513011,1752.0,130.0,264.0
mocking,fineclassify_llama3_2_3b_zero_shot_auto_cot.csv,0.13592233009708737,0.07035175879396985,0.09271523178807947,89.0,183.0,197.0
irony,fineclassify_llama3_2_3b_zero_shot_auto_cot.csv,0.04945054945054945,0.28125,0.08411214953271028,346.0,44.0,62.0
vulgarity,fineclassify_llama3_2_3b_zero_shot_auto_cot.csv,0.032036613272311214,0.39436619718309857,0.05925925925925926,846.0,40.0,68.0
threat,fineclassify_llama3_2_3b_zero_shot_auto_cot.csv,0.04,0.13043478260869565,0.061224489795918366,72.0,20.0,23.0
ia (name calling),fineclassify_llama3_2_3b_zero_shot_auto_cot.csv,0.0,0.0,0.0,42.0,25.0,25.0
none,fineclassify_llama3_2_3b_zero_shot_auto_cot.csv,0.9415564441710244,0.5034539473684211,0.6560925945772157,190.0,2962.0,6023.0
bitter frustration,fineclassify_mistral-nemo_12b_fewshot_3.csv,0.33093525179856115,0.09349593495934959,0.14580031695721077,93.0,243.0,289.0
impatience,fineclassify_mistral-nemo_12b_fewshot_3.csv,0.1875,0.011278195488721804,0.02127659574468085,13.0,193.0,196.0
mocking,fineclassify_mistral-nemo_12b_fewshot_3.csv,0.4166666666666667,0.02512562814070352,0.04739336492890995,7.0,146.0,151.0
irony,fineclassify_mistral-nemo_12b_fewshot_3.csv,0.3333333333333333,0.015625,0.029850746268656716,2.0,49.0,50.0
vulgarity,fineclassify_mistral-nemo_12b_fewshot_3.csv,0.3548387096774194,0.30985915492957744,0.3308270676691729,40.0,22.0,44.0
threat,fineclassify_mistral-nemo_12b_fewshot_3.csv,0.0,0.0,0.0,3.0,16.0,16.0
ia (name calling),fineclassify_mistral-nemo_12b_fewshot_3.csv,0.0,0.0,0.0,21.0,17.0,17.0
none,fineclassify_mistral-nemo_12b_fewshot_3.csv,0.8892117689792953,0.8052631578947368,0.8451579492490937,610.0,103.0,4999.0
bitter frustration,fineclassify_mistral-nemo_12b_fewshot_5.csv,0.2026266416510319,0.6585365853658537,0.3098995695839311,1275.0,166.0,490.0
impatience,fineclassify_mistral-nemo_12b_fewshot_5.csv,0.25742574257425743,0.09774436090225563,0.14168937329700274,75.0,240.0,266.0
mocking,fineclassify_mistral-nemo_12b_fewshot_5.csv,0.3359375,0.21608040201005024,0.26299694189602446,85.0,156.0,199.0
irony,fineclassify_mistral-nemo_12b_fewshot_5.csv,0.4,0.09375,0.1518987341772152,9.0,58.0,64.0
vulgarity,fineclassify_mistral-nemo_12b_fewshot_5.csv,0.2767857142857143,0.43661971830985913,0.33879781420765026,81.0,40.0,71.0
threat,fineclassify_mistral-nemo_12b_fewshot_5.csv,0.06040268456375839,0.391304347826087,0.10465116279069768,140.0,14.0,23.0
ia (name calling),fineclassify_mistral-nemo_12b_fewshot_5.csv,0.0,0.0,0.0,6.0,24.0,24.0
none,fineclassify_mistral-nemo_12b_fewshot_5.csv,0.936837975676736,0.7855263157894737,0.8545356951154053,322.0,1295.0,6071.0
bitter frustration,fineclassify_mistral-nemo_12b_oneshot.csv,0.21553228621291448,0.5020325203252033,0.30158730158730157,899.0,245.0,492.0
impatience,fineclassify_mistral-nemo_12b_oneshot.csv,0.3103448275862069,0.03383458646616541,0.061016949152542375,20.0,257.0,266.0
mocking,fineclassify_mistral-nemo_12b_oneshot.csv,0.1245136186770428,0.16080402010050251,0.14035087719298245,225.0,167.0,199.0
irony,fineclassify_mistral-nemo_12b_oneshot.csv,0.14285714285714285,0.015625,0.028169014084507043,6.0,63.0,64.0
vulgarity,fineclassify_mistral-nemo_12b_oneshot.csv,0.296,0.5211267605633803,0.37755102040816324,88.0,34.0,71.0
threat,fineclassify_mistral-nemo_12b_oneshot.csv,0.25925925925925924,0.30434782608695654,0.28,20.0,16.0,23.0
ia (name calling),fineclassify_mistral-nemo_12b_oneshot.csv,0.0,0.0,0.0,0.0,25.0,25.0
none,fineclassify_mistral-nemo_12b_oneshot.csv,0.9135692690734484,0.8449013157894737,0.8778945569512091,486.0,937.0,6074.0
bitter frustration,fineclassify_mistral-nemo_12b_role_prompting.csv,0.09457364341085271,0.4959349593495935,0.15885416666666666,2336.0,246.0,490.0
impatience,fineclassify_mistral-nemo_12b_role_prompting.csv,0.21052631578947367,0.10526315789473684,0.14035087719298245,105.0,238.0,266.0
mocking,fineclassify_mistral-nemo_12b_role_prompting.csv,0.1691842900302115,0.2814070351758794,0.21132075471698114,275.0,141.0,197.0
irony,fineclassify_mistral-nemo_12b_role_prompting.csv,0.05747126436781609,0.078125,0.06622516556291391,82.0,58.0,63.0
vulgarity,fineclassify_mistral-nemo_12b_role_prompting.csv,0.30434782608695654,0.5915492957746479,0.4019138755980861,96.0,29.0,71.0
threat,fineclassify_mistral-nemo_12b_role_prompting.csv,0.3333333333333333,0.34782608695652173,0.3404255319148936,16.0,15.0,23.0
ia (name calling),fineclassify_mistral-nemo_12b_role_prompting.csv,0.0,0.0,0.0,0.0,21.0,21.0
none,fineclassify_mistral-nemo_12b_role_prompting.csv,0.9129989764585466,0.5868421052631579,0.7144573488185822,340.0,2502.0,6070.0
bitter frustration,fineclassify_mistral-nemo_12b_zero_shot.csv,0.19572261827608556,0.6138211382113821,0.2968058968058968,1241.0,188.0,490.0
impatience,fineclassify_mistral-nemo_12b_zero_shot.csv,0.15966386554621848,0.07142857142857142,0.0987012987012987,100.0,247.0,266.0
mocking,fineclassify_mistral-nemo_12b_zero_shot.csv,0.24561403508771928,0.21105527638190955,0.22702702702702704,129.0,156.0,198.0
irony,fineclassify_mistral-nemo_12b_zero_shot.csv,0.02040816326530612,0.015625,0.017699115044247787,48.0,62.0,63.0
vulgarity,fineclassify_mistral-nemo_12b_zero_shot.csv,0.38144329896907214,0.5211267605633803,0.44047619047619047,60.0,33.0,70.0
threat,fineclassify_mistral-nemo_12b_zero_shot.csv,0.17647058823529413,0.13043478260869565,0.15,14.0,20.0,23.0
ia (name calling),fineclassify_mistral-nemo_12b_zero_shot.csv,0.0,0.0,0.0,0.0,22.0,22.0
none,fineclassify_mistral-nemo_12b_zero_shot.csv,0.933538225124856,0.7993421052631579,0.861244019138756,346.0,1210.0,6070.0
bitter frustration,fineclassify_mistral-nemo_12b_zero_shot_auto_cot.csv,0.2079879427279578,0.5609756097560976,0.3034634414513469,1051.0,211.0,487.0
impatience,fineclassify_mistral-nemo_12b_zero_shot_auto_cot.csv,0.2,0.06390977443609022,0.09686609686609686,68.0,249.0,266.0
mocking,fineclassify_mistral-nemo_12b_zero_shot_auto_cot.csv,0.2631578947368421,0.25125628140703515,0.2570694087403599,140.0,146.0,196.0
irony,fineclassify_mistral-nemo_12b_zero_shot_auto_cot.csv,0.028985507246376812,0.03125,0.03007518796992481,67.0,60.0,62.0
vulgarity,fineclassify_mistral-nemo_12b_zero_shot_auto_cot.csv,0.3392857142857143,0.5352112676056338,0.41530054644808745,74.0,32.0,70.0
threat,fineclassify_mistral-nemo_12b_zero_shot_auto_cot.csv,0.2,0.30434782608695654,0.2413793103448276,28.0,16.0,23.0
ia (name calling),fineclassify_mistral-nemo_12b_zero_shot_auto_cot.csv,0.0,0.0,0.0,1.0,20.0,20.0
none,fineclassify_mistral-nemo_12b_zero_shot_auto_cot.csv,0.9322160148975791,0.8233552631578948,0.874410480349345,364.0,1059.0,6065.0
bitter frustration,fineclassify_mistral_7b_fewshot_3.csv,0.0,0.0,0.0,0.0,492.0,492.0
impatience,fineclassify_mistral_7b_fewshot_3.csv,0.0,0.0,0.0,0.0,266.0,266.0
mocking,fineclassify_mistral_7b_fewshot_3.csv,0.0,0.0,0.0,0.0,199.0,199.0
irony,fineclassify_mistral_7b_fewshot_3.csv,0.0,0.0,0.0,0.0,64.0,64.0
vulgarity,fineclassify_mistral_7b_fewshot_3.csv,0.0,0.0,0.0,0.0,71.0,71.0
threat,fineclassify_mistral_7b_fewshot_3.csv,0.0031842724629655267,1.0,0.006348330113165885,7200.0,0.0,23.0
ia (name calling),fineclassify_mistral_7b_fewshot_3.csv,0.0,0.0,0.0,0.0,28.0,28.0
none,fineclassify_mistral_7b_fewshot_3.csv,0.0,0.0,0.0,0.0,6080.0,6080.0
bitter frustration,fineclassify_mistral_7b_fewshot_5.csv,0.20886551465063863,0.5650406504065041,0.3049917718047175,1053.0,210.0,488.0
impatience,fineclassify_mistral_7b_fewshot_5.csv,0.025923657889365178,0.4774436090225564,0.049177153920619554,4772.0,138.0,265.0
mocking,fineclassify_mistral_7b_fewshot_5.csv,0.040697674418604654,0.035175879396984924,0.03773584905660377,165.0,191.0,198.0
irony,fineclassify_mistral_7b_fewshot_5.csv,0.030973451327433628,0.109375,0.04827586206896552,219.0,56.0,63.0
vulgarity,fineclassify_mistral_7b_fewshot_5.csv,0.16666666666666666,0.028169014084507043,0.04819277108433735,10.0,68.0,70.0
threat,fineclassify_mistral_7b_fewshot_5.csv,0.05,0.2608695652173913,0.08391608391608392,114.0,17.0,23.0
ia (name calling),fineclassify_mistral_7b_fewshot_5.csv,0.8,0.14285714285714285,0.24242424242424243,1.0,24.0,28.0
none,fineclassify_mistral_7b_fewshot_5.csv,0.8789346246973365,0.05970394736842105,0.1118127213922686,50.0,5680.0,6043.0
bitter frustration,fineclassify_mistral_7b_oneshot.csv,0.28125,0.43902439024390244,0.34285714285714286,552.0,275.0,491.0
impatience,fineclassify_mistral_7b_oneshot.csv,0.03617269544924154,0.6992481203007519,0.06878698224852071,4956.0,80.0,266.0
mocking,fineclassify_mistral_7b_oneshot.csv,0.1484375,0.09547738693467336,0.1162079510703364,109.0,180.0,199.0
irony,fineclassify_mistral_7b_oneshot.csv,0.09090909090909091,0.015625,0.02666666666666667,10.0,63.0,64.0
vulgarity,fineclassify_mistral_7b_oneshot.csv,0.4,0.22535211267605634,0.2882882882882883,24.0,55.0,71.0
threat,fineclassify_mistral_7b_oneshot.csv,0.45454545454545453,0.21739130434782608,0.29411764705882354,6.0,18.0,23.0
ia (name calling),fineclassify_mistral_7b_oneshot.csv,0.6666666666666666,0.14285714285714285,0.23529411764705882,2.0,24.0,28.0
none,fineclassify_mistral_7b_oneshot.csv,0.9065588499550764,0.16595394736842106,0.280550535242597,104.0,5068.0,6077.0
bitter frustration,fineclassify_mistral_7b_role_prompting.csv,0.11400422237860662,0.6585365853658537,0.1943611277744451,2518.0,168.0,492.0
impatience,fineclassify_mistral_7b_role_prompting.csv,0.028164116828929067,0.30451127819548873,0.051559516231699555,2795.0,185.0,266.0
mocking,fineclassify_mistral_7b_role_prompting.csv,0.23478260869565218,0.135678391959799,0.17197452229299362,88.0,172.0,199.0
irony,fineclassify_mistral_7b_role_prompting.csv,0.03398058252427184,0.109375,0.05185185185185185,199.0,57.0,64.0
vulgarity,fineclassify_mistral_7b_role_prompting.csv,0.4375,0.19718309859154928,0.27184466019417475,18.0,57.0,71.0
threat,fineclassify_mistral_7b_role_prompting.csv,0.2727272727272727,0.13043478260869565,0.17647058823529413,8.0,20.0,23.0
ia (name calling),fineclassify_mistral_7b_role_prompting.csv,0.17391304347826086,0.14285714285714285,0.1568627450980392,19.0,24.0,28.0
none,fineclassify_mistral_7b_role_prompting.csv,0.915238954012624,0.1669407894736842,0.28237585199610515,94.0,5056.0,6071.0
bitter frustration,fineclassify_mistral_7b_zero_shot.csv,0.17578332448220924,0.6727642276422764,0.27873684210526317,1552.0,160.0,491.0
impatience,fineclassify_mistral_7b_zero_shot.csv,0.05421184320266889,0.24436090225563908,0.08873720136518772,1134.0,201.0,266.0
mocking,fineclassify_mistral_7b_zero_shot.csv,0.24358974358974358,0.09547738693467336,0.1371841155234657,59.0,179.0,198.0
irony,fineclassify_mistral_7b_zero_shot.csv,0.012448132780082987,0.046875,0.019672131147540985,238.0,61.0,64.0
vulgarity,fineclassify_mistral_7b_zero_shot.csv,0.3448275862068966,0.14084507042253522,0.2,19.0,61.0,71.0
threat,fineclassify_mistral_7b_zero_shot.csv,0.3125,0.21739130434782608,0.2564102564102564,11.0,18.0,23.0
ia (name calling),fineclassify_mistral_7b_zero_shot.csv,0.14285714285714285,0.03571428571428571,0.05714285714285714,6.0,27.0,28.0
none,fineclassify_mistral_7b_zero_shot.csv,0.9439575033200531,0.5845394736842106,0.7219908583037075,211.0,2523.0,6077.0
bitter frustration,fineclassify_mistral_7b_zero_shot_auto_cot.csv,0.22476675148430875,0.5386178861788617,0.31717534410532616,914.0,227.0,492.0
impatience,fineclassify_mistral_7b_zero_shot_auto_cot.csv,0.053973013493253376,0.2706766917293233,0.09,1262.0,194.0,266.0
mocking,fineclassify_mistral_7b_zero_shot_auto_cot.csv,0.2644628099173554,0.16080402010050251,0.2,89.0,167.0,199.0
irony,fineclassify_mistral_7b_zero_shot_auto_cot.csv,0.017595307917888565,0.09375,0.02962962962962963,335.0,58.0,64.0
vulgarity,fineclassify_mistral_7b_zero_shot_auto_cot.csv,0.4090909090909091,0.1267605633802817,0.1935483870967742,13.0,62.0,71.0
threat,fineclassify_mistral_7b_zero_shot_auto_cot.csv,0.3076923076923077,0.17391304347826086,0.2222222222222222,9.0,19.0,23.0
ia (name calling),fineclassify_mistral_7b_zero_shot_auto_cot.csv,0.05263157894736842,0.03571428571428571,0.0425531914893617,18.0,27.0,28.0
none,fineclassify_mistral_7b_zero_shot_auto_cot.csv,0.9394228476031481,0.6478618421052632,0.7668645965151367,254.0,2140.0,6079.0
